commentId,text,time,isLiked,likeCount,author,channel,votes,photo,authorIsChannelOwner
Ugzj-VKKXT4cDecHYv94AaABAg,"Redes Sociales:
- Facebook: https://facebook.com/elprestook
- Instagram: https://www.instagram.com/elprestook/
- Twitter: https://twitter.com/elpresto2ok",Hace 1 semana,False,87,El Presto,UCHDwIzNtE5vPScYLLXutkHA,87,https://yt3.ggpht.com/a/AATXAJzO1TFNeFDXbqk9qr7ZlMyEu81tSAaGPk5FwetTwQ=s48-c-k-c0xffffffff-no-rj-mo,True
UgxmKAx59p0XaoqLdet4AaABAg,"Es hora de tomar las calles, no nos achiquemos",Hace 1 semana,False,439,diegol,UCy2Kx5t7jO9lJk2aHWyHarg,439,https://yt3.ggpht.com/a/AATXAJylrQS1zsnTSS6KTXiPfMGQoPlSjUc3pYn0dA=s48-c-k-c0xffffffff-no-rj-mo,False
Ugy6wJlf660qDkTMxGp4AaABAg,"-ESLOGAN : ¡¡¡"" EL PUEBLO BLANCO Y CELESTE,
PIDE LIBERTAD...
CUESTE LO QUE CUESTE ""!!!",Hace 1 semana,False,209,Daniel Sargenti,UCAXbQLFEgvmcXmb9la2wUog,209,https://yt3.ggpht.com/a/AATXAJy6KtWUezxAkS705XjgODUSbFfOFXLrQ2_YxTv3gA=s48-c-k-c0xffffffff-no-rj-mo,False
UgyBxNEtTrqj-pDklO54AaABAg,LA LIBERTAD NO SE NEGOCIA ES NUESTRA,Hace 1 semana,False,33,alicia maria Mantuan,UClrizFhf2yyzgQwUdgs5juQ,33,https://yt3.ggpht.com/a/AATXAJyIRnn84bcU8bIcKN1hV55umzXkObICSzCbPZ1UMQ=s48-c-k-c0xffffffff-no-rj-mo,False
UgyGzr7-2KOtmCDZc8x4AaABAg,Deberían enseñar en los colegios a reconocer a los psicópatas y a lidiar con ellos. Sería un gran avance para la humanidad.,Hace 1 semana,False,132,LUIS BERNIE,UCTkNWnO_tYIS1gWjGB9FF7A,132,https://yt3.ggpht.com/a/AATXAJy5QqpNGCRCQfdSraWOM3Rg6yElMLe9LbDN6LkG_A=s48-c-k-c0xffffffff-no-rj-mo,False
Ugxwjiwvz26q_5KJ0nZ4AaABAg,"La dictadura redobla la apuesta, ahora nos toca a nosotros cantar el vale cuatro...",Hace 1 semana,False,114,Claudio Freiheit,UCD94JjulEAaAGAqO5XNeqWg,114,https://yt3.ggpht.com/a/AATXAJxpeLZj9qdMv-QpqWc0XXyZAXCcHQD7gl1rMw=s48-c-k-c0xffffffff-no-rj-mo,False
Ugx5urwPEgw8PmaTF1N4AaABAg,"ALBERTO: ANDÁ SUBIENDO A LA TERRAZA DE LA ROSADA, EL HELICÓPTERO TIENE EL TANQUE A FULL...
PD: y llevate a la BRUJA de copiloto. LA PATRIA LE DIRÁ GRACIAS !",Hace 1 semana,False,132,Pablo S,UCByyx61KJ4qpGopj86QmK_w,132,https://yt3.ggpht.com/a/AATXAJxTu3kMTRWt3c9RzkJSCBN-Ds1C_Fu3jsWro9cV5g=s48-c-k-c0xffffffff-no-rj-mo,False
Ugz2ekY4RVPb6gCsELp4AaABAg,"""Basta de festejar que la plaza queda limpia."" Emmanuel Danann.",Hace 1 semana,False,130,Emanuel Salas,UCl36vDe7kp6PSqJYXhZMK7g,130,https://yt3.ggpht.com/a/AATXAJwk2_xzVA7gRMLvhAgk2a4P6a9RnX2mOKoq8TOtYLg=s48-c-k-c0xffffffff-no-rj-mo,False
UgzaXhpkrZYoIDQDuDp4AaABAg,SON LO MAAAAAASSSSS. SON NECESARIOS. LOS AMO A TODOS,Hace 1 semana,False,70,ANI WALTON,UCmmtHw9tmBE64Su8MIdUb2A,70,https://yt3.ggpht.com/a/AATXAJwo_MXxWlJlkP8ZSCBH_E02eWvkJEXbVqWuPi6f=s48-c-k-c0xffffffff-no-rj-mo,False
Ugwc4w_bpfXWmD5qOL94AaABAg,53:05 El chorro se pone a llorar y la cana lo perdona? Este país es una película de Chaplin...,Hace 1 semana,False,78,Gonzalo Uribe,UCRmB6gZUc1kcHe-SPHgwNag,78,https://yt3.ggpht.com/a/AATXAJxlgtalamKCan47z7aCkPhytCI3cLgfIEGU4g=s48-c-k-c0xffffffff-no-rj-mo,False
UgweoWWI1I4ya1eo4aR4AaABAg,Te llaman vende patria por querer comerciar con el exterior. Ellos literalmente están vendiéndole el país a China.,Hace 1 semana,False,65,Sebastian Giles,UChRrS-dxvmv77MRHjOOr6bQ,65,https://yt3.ggpht.com/a/AATXAJwGTzyYm-mOmeY67MEIJMxz5gC00Z3XjQw7IQ=s48-c-k-c0xffffffff-no-rj-mo,False
UgwetHPpvC6opPuNNB54AaABAg,"Los felicito, con jóvenes como  ustedes luchando con esas ganas, Argentina puede cambiar, mi apoyo incondicional a todos.",Hace 1 semana,False,235,Beatriz Dechert,UCJhAUwHQflDmYKrRIU73d9g,235,https://yt3.ggpht.com/a/AATXAJy9nJYGuTsFoxW3IBteAOFzHCN9aoGFJtHjbw=s48-c-k-c0xffffffff-no-rj-mo,False
Ugy-FSbxrM5OCi3_lyZ4AaABAg,El momento más esperado por toda Latinoamérica unida,Hace 1 semana,False,201,Pablo Torres,UC9waZHwbeNRwxuZ5a1uVpkA,201,https://yt3.ggpht.com/a/AATXAJyo22PGJMMum-w0NEZ6j3DjDIUHzYBuHfXxS9uYag=s48-c-k-c0xffffffff-no-rj-mo,False
UgyTLLfeZWtsvuLot5d4AaABAg,"""Todo buen ciudadano tiene una obligación de sacrificarse por la libertad de su país."" 
General San Martín, Mendoza, 4 de septiembre de 1818.",Hace 1 semana,False,17,Vanesa M,UCq-03j02JHzT4C4TxwvuQpQ,17,https://yt3.ggpht.com/a/AATXAJwZ5YAtd5e5o2U3VvigIB8-AfUnMXfoFK0qIeJl=s48-c-k-c0xffffffff-no-rj-mo,False
Ugw8eFzrHzfi3viRm6h4AaABAg,Viva la libertad carajooo,Hace 1 semana,False,41,mauro lucero,UCkinlFkLE_evFuZSJisUdQg,41,https://yt3.ggpht.com/a/AATXAJyc-huKNLQWduXqUbc0JmWmXPk-jqXxrkDgTuxg=s48-c-k-c0xffffffff-no-rj-mo,False
UgwooXOgsSShs9FGlFR4AaABAg,Traidores a la patria exijamos a los jueces que la saquen del jopo y al Alberto renuncia y traidor a la patria acá en Córdoba hay mucho huevo,Hace 1 semana,False,62,Jorge Nuñez,UCjZlt4X-o4DUyBzCNcLfIIw,62,https://yt3.ggpht.com/a/AATXAJwO0V4HqrNfu7FynzBAzivGZ1XoLn2MWGcXfQ=s48-c-k-c0xffffffff-no-rj-mo,False
Ugy5EzGF9AfXwTgjuSR4AaABAg,"En el momento en que tipito habló y se quedaron todos callados, se me salieron las lágrimas. Terriblemente, es una realidad. A mi padrastro una vez le robaron todo y encima los chorros tenían arma; la sacó barata porque no le tiraron un tiro, y mi familia aún están a favor de la presidencia actual. Para mí, que soy la única de mi hogar que no apoya todas estas barbaridades que pasan, me es doloroso ver como los que aprecio se han abandonado a todo esto; es decepcionante ver una actitud derrotista de su parte, especialmente cuando te dicen ""la Argentina siempre ha sido así, no va a cambiar"" y no se calientan para nada. Voy a ser sincera, duele mucho, y he derramado lágrimas por esto desde lo profundo de mi alma, pero también he aprendido que no debo bajar la cabeza gracias a ustedes, y que aunque me vea forzada a mentirles a mis progenitores para salir a apoyar en las marchas, me alegra ser fiel a mi misma, ya que pienso, firmemente y de corazón, que la causa por la que peleo y peleamos todos, es noble. 
Muchas gracias por dar esperanza chicos, y por mostrarme el valor que me hace falta.",Hace 1 semana (editado),False,23,Evelyn Biassi,UCUaAIJhyNxzddM8O-FhUL7A,23,https://yt3.ggpht.com/a/AATXAJzvXjEnli6EwnV-2BeX9tHoLpLiPXaQFpJw6EJWQg=s48-c-k-c0xffffffff-no-rj-mo,False
Ugw3bxyNy2XqulvP5Qp4AaABAg,"#Argentina 🇦🇷 al 📍#Congreso

#26A Acampe y Vigilia 🕓 16 hs.
#27A Marcha y Vigilia 🕛 12 hs.
#28A Se sigue hasta revocar.

🚫 NO A LA REFORMA JUDICIAL 
PARA LA IMPUNIDAD.

#NoALaReformaJudicial 
#NoALaReformaJudicialk",Hace 1 semana,False,163,Lucas Leiva,UC_TAQsA5pcFkfjXozjJN3Lg,163,https://yt3.ggpht.com/a/AATXAJy60Tu19BjogvwAnB-1L4oTD6pv5ZaoTbNX6dHV=s48-c-k-c0xffffffff-no-rj-mo,False
Ugwm_FZS-VsUx7LbxsN4AaABAg,"Gracias Jóvenes !! Marchemos ! La Patria se defiende ,!!! Me duele que tengan que Sufrir todo esto .Siempre Soñe con un País,en el que se respeten las leyes Constistucionales .No pierdo las esperanzas .Animo ! Animo .!!",Hace 1 semana,False,30,Norma Rey,UCTSvL4_32aAXQlzUQONbhBg,30,https://yt3.ggpht.com/a/AATXAJwvZ6RgLRH1sQPXjYuXaPMGrjsLaXdMdv-h0w=s48-c-k-c0xffffffff-no-rj-mo,False
Ugz3JfSq6o2B6qWa18x4AaABAg,"EL VIRUS CHINO ES LANEXCUSA PARA INA CUARENTENA INTERMINABLE, MIENTRAS LA MEDUSA CRISTINA,  REFORMA LA JUSTICIA PARA SALVARSE DE SUS JUICIOS.",Hace 1 semana,False,27,Pablo Belomo,UCiKlZuGMlJdZG-6CrOkKriw,27,https://yt3.ggpht.com/a/AATXAJzbKwJiSbO4iCcKqWp-NDKvFNGBW9CakVV3dg=s48-c-k-c0xffffffff-no-rj-mo,False
UgwOWMuXVmG_UDAwPyZ4AaABAg,hay que salir a matar o morir,Hace 1 semana,False,71,ferdinand schneider,UCpiUUKdFrS4odKD8HVWzz_g,71,https://yt3.ggpht.com/a/AATXAJwpswOHDRKFKbGCcIiQSFEfPtVquAhgYnEqzFadYQ=s48-c-k-c0xffffffff-no-rj-mo,False
Ugyf-PNn6Wrpq-DR78h4AaABAg,""" Para que el mal triunfe solo se necesita que los hombres buenos no hagan nada ""
( Edmundo Burle)
Todos a las calles una y mil veces que sea necesario...",Hace 1 semana,False,201,Pablo Loustau,UCrU9j2Ai_z-lMZ0n9k7IPag,201,https://yt3.ggpht.com/a/AATXAJyV92-rpaSf7YwHUALlv7ilUFSftmviq2m_pg=s48-c-k-c0xffffffff-no-rj-mo,False
UgxLh0k4R299ODrJvSB4AaABAg,"Fue un Atentado de Lesa Humildad, por Dios #26A #27A al Congreso, QUE SE VALLAN TODOS!!!!!!, 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷 JUSTICIA
LIBERTAD....",Hace 1 semana (editado),False,88,Beatriz Russo,UCRN1lUfqjGobn8AaYUDLCvQ,88,https://yt3.ggpht.com/a/AATXAJwG5nw7I2wCgKBl577hweHF8Wr0GDkjv5hAjA=s48-c-k-c0xffffffff-no-rj-mo,False
UgzPr8vgmL5yetqZqZx4AaABAg,Emmanuel debería transmitir este video porque tiene 1 millón de seguidores,Hace 1 semana,False,27,Walter Bunajul,UCmV5V2akSwRLQUuZ_ipJdzw,27,https://yt3.ggpht.com/a/AATXAJzbwJ_KOg8f-N8kLPc_FqDR32WM1f_D2V95nDYj=s48-c-k-c0xffffffff-no-rj-mo,False
UgzsOVD6JTU2OhYm5t94AaABAg,"Me hicieron llorar y sentir miedo, pero cuando eso se paso la impotencia y la injusticia me dieron coraje!!! Gracias
26 y 27 yo marcho #noalareformajudicial",Hace 1 semana,False,17,Romina Gabriela Tarzi,UCf8Q_PFeFF7oRBBHCFPBMbw,17,https://yt3.ggpht.com/a/AATXAJx32BF8XqRtlMb7E2BnbRi2Zwclue8O6DAdN50e9Q=s48-c-k-c0xffffffff-no-rj-mo,False
UgywC-I6dVV0jWfoQcd4AaABAg,La cuarentena es para aislar a los enfermos NO A LOS SANOS,Hace 1 semana,False,16,monica Corrales,UCHW7FWJtOXEXCMm-LCQLc9A,16,https://yt3.ggpht.com/a/AATXAJxp1d_QJEx8CTh1uzTM64IHQQXRnjtY20hrbw=s48-c-k-c0xffffffff-no-rj-mo,False
UgxIlQluMstle2AwSyp4AaABAg,"Grande muchachos,  aprovechemos que hay internet",Hace 1 semana,False,8,GAURO,UCGHBq5aKnrDSuor1JFzP7WQ,8,https://yt3.ggpht.com/a/AATXAJzuUsLubQafu2Yzxp2jc82SYCEE-tJQHDeg8Urv6g=s48-c-k-c0xffffffff-no-rj-mo,False
UgyO7WSHO6ePe8fHz_R4AaABAg,"Creo que hace unos días le escuché decir a Patricia Bullrich ""soldado que raja es un soldado vivo para la próxima lucha"" y me da mucha risa pero tiene toda la razón",Hace 1 semana,False,60,Jorge Vega Palomino,UCHc3t0roqP1eCN8hXCqNfjA,60,https://yt3.ggpht.com/a/AATXAJyWZbh8TjXzKRBk597W-IuxHHU4gSNuT1KK3w=s48-c-k-c0xffffffff-no-rj-mo,False
UgwfuKXSdA1OJNZhcLJ4AaABAg,"Toda la razón de formosa, y mas votan lo mismo porque mas de un 60% ""trabaja"" para la provincia.",Hace 1 semana,False,25,Fernando Sanchez,UCOI9PkZ_sPZIKXDihuT6f7Q,25,https://yt3.ggpht.com/a/AATXAJw5oaZo0v-XrNqa22IyEjrm5y3PQTenV9hIbNe3=s48-c-k-c0xffffffff-no-rj-mo,False
UgyTVf3KXryLG0qyToh4AaABAg,"La paz no es una opción con estos tipos en el poder. Hay que sacarlos del poder ya y que nunca más vuelvan, ni ellos ni sus hijos ni nietos ni nadie cercano al kirchnerismo.",Hace 1 semana (editado),False,57,Don't Tread On Me,UC_NoApNVdigwtTXxklqF3AA,57,https://yt3.ggpht.com/a/AATXAJw9pp0yn82S6a5OL-kBGqoswPDPpM7tK0yEgnRB=s48-c-k-c0xffffffff-no-rj-mo,False
UgyP2a5aobw00t9kdsh4AaABAg,"Presto, esta sit es insoportable y si pudiera, iria a cordoba a darte un abrazo",Hace 1 semana,False,52,Mariana Guardia [A.K.A Mariana Sapphire],UCXw5R0X5HSXRxHwHfRJH5Ng,52,https://yt3.ggpht.com/a/AATXAJwoYCvQILhhaGRcsPkTY9fUfv0H1MEnfTUZPk4ImA=s48-c-k-c0xffffffff-no-rj-mo,False
UgwIgV2M4ZBmt8JdAkx4AaABAg,Vamos muchachos! Podemos hacer historia!,Hace 1 semana,False,17,Rubén Darío Álamo,UCwpLuumVkuZVs2ldKDuzx0g,17,https://yt3.ggpht.com/a/AATXAJzsvtEMLF6kLMiO2uTRJga2VTWcIyX9_4MHgw=s48-c-k-c0xffffffff-no-rj-mo,False
Ugzpqe-76GOuI26MM7Z4AaABAg,"EL PODER Y LA PALABRA FINAL FUE, ES Y SIEMPRE SERA DEL PUEBLO. RECORDEMOS ESO. NUESTRO PODER, NUESTRA DESICION.",Hace 1 semana,False,36,Ivan Paez Cabo,UCZpohZQXrNByPnj8u9IFFaw,36,https://yt3.ggpht.com/a/AATXAJwagk0bZKfxGwRQV7yBo6kRec92T__W-QIb2iSl=s48-c-k-c0xffffffff-no-rj-mo,False
UgycS24kyeRZnbEz5gl4AaABAg,"Que bendición encontrar a tantos grandes juntos, abrazo desde venado tuerto Santa fe",Hace 1 semana,False,17,Rubén Darío Álamo,UCwpLuumVkuZVs2ldKDuzx0g,17,https://yt3.ggpht.com/a/AATXAJzsvtEMLF6kLMiO2uTRJga2VTWcIyX9_4MHgw=s48-c-k-c0xffffffff-no-rj-mo,False
Ugyh01UagHSPbfGsURh4AaABAg,"43:00 como abogado lo puedo confirmar... La mitad de mi laburo en los ultimos dias es romperle las guindas a fiscales y jueces para que hagan algo, sino se.olvidan las causss..y algunas son muy graves",Hace 1 semana,False,41,Pablo Raul Pereyra,UCxTsv1nvIe8KsTmHjuWvufw,41,https://yt3.ggpht.com/a/AATXAJzlAhsYX1Rd7oZjTb5EWT1yL2SHInVB8TwcuA=s48-c-k-c0xffffffff-no-rj-mo,False
Ugz9cKvkUI7DuA4AxQV4AaABAg,"Todavía lo estoy viendo, pero quisiera dejar un comentario: el relato de Álvaro tendrían que subirlo en un vídeo por separado, porque es fuertísimo, y habría que darle la difusión que no se puede cuando compartís un vídeo de 2 horas y media.

Eso nomás, a mí me agarró escalofríos, y eso que ya llevo 28 años viviendo en este país.",Hace 1 semana,False,21,Martin Miguelena,UCN4gc3e61VO6tMcMFXKl6Jg,21,https://yt3.ggpht.com/a/AATXAJyXxVC0C9iDmo7C2ZtY7xIXKMQW659--lJSPKhkJYQ=s48-c-k-c0xffffffff-no-rj-mo,False
Ugy8DwKlv0UMAMcDrRt4AaABAg,Lo acabo de ver de punta a punta. Felicitaciones. Gran abrazo.,Hace 1 semana,False,27,Seba Caterva,UCcgu9L3m-uGXNRNeJXyrS6w,27,https://yt3.ggpht.com/a/AATXAJzaVScwqhpcn3OLQYBPH98pH984lcMmSA64LA=s48-c-k-c0xffffffff-no-rj-mo,False
UgzW6yMhXzN5Za2F1y94AaABAg,"Que injusticia por Dios , grandes comunicadores Presto y tus compañeros",Hace 1 semana,False,39,Graciela Miranda,UC_SXn9DaL1Aqo3hAFVsUnPg,39,https://yt3.ggpht.com/a/AATXAJyjxBagIe5qc9kY3q97bIGHoavt9ENCw7Q-Pg=s48-c-k-c0xffffffff-no-rj-mo,False
UgxlsrOlMXYM0xGvooB4AaABAg,"Presto, el día que hagas público las ""Listas de Presto"", lo que la gente podría hacer es colocar parlantes de estadio con Rock Metálico las 24 horas ( como se hizo en Panamá)",Hace 1 semana,False,7,Mario Apfelbaum,UCCbYGA03012VaBp3csIh09g,7,https://yt3.ggpht.com/a/AATXAJy3parzcTvSEx3GUcsPrS-ihfkeKNfQSzFCo26tnA=s48-c-k-c0xffffffff-no-rj-mo,False
UgwrhY9muM1uNWqb0kd4AaABAg,Qué grande Álvaro!!! Cuántos huevos tenés hermano!,Hace 1 semana,False,6,Terapia Intensiva Rock & Pop,UC-Ew1JJN7DGzUZ6pq2VbERA,6,https://yt3.ggpht.com/a/AATXAJwXoC-VzQzMQztoWMetuCRSRpVp5wZ_W1Lg4Q=s48-c-k-c0xffffffff-no-rj-mo,False
Ugz3JfSq6o2B6qWa18x4AaABAg.9CgNO03ZvKW9Cj51jSrplM,👍coincodo con ustd..,Hace 1 semana,False,0,Claudia Herrera,UC_nSCcMBX5yFzF7eDwK5QOA,0,https://yt3.ggpht.com/a/AATXAJyXXEyXafxwjy5bOLHeKdi95EnOv7bf6MDflA=s48-c-k-c0xffffffff-no-rj-mo,False
Ugwm_FZS-VsUx7LbxsN4AaABAg.9Cg7wVZvNC19CgAa01buyY,El peronismo https://youtu.be/yDL_Vi5IYdo,Hace 1 semana,False,0,sars sara,UCCS5Re6BAwTpKquOKP2DtUQ,0,https://yt3.ggpht.com/a/AATXAJxATwHdNcY7CSU4SMjg0OX5xXV6N3wtTXF_3Q=s48-c-k-c0xffffffff-no-rj-mo,False
Ugwm_FZS-VsUx7LbxsN4AaABAg.9Cg7wVZvNC19ChxnyUWjE7,🤣🤣🤣🤣🤣,Hace 1 semana,False,1,Ariel Zarate,UCtNCQ_ZHD0fRmy8q6ypCM2w,1,https://yt3.ggpht.com/a/AATXAJx_slctr1qmXA3BT5w3RbPl2n_8lL_xvJNwipolwQ=s48-c-k-c0xffffffff-no-rj-mo,False
Ugwm_FZS-VsUx7LbxsN4AaABAg.9Cg7wVZvNC19Clo73hH_Fu,"Por favor, dennos su apoyo en las calles y si no pueden en las redes!",Hace 1 semana,False,0,Naty AP,UCcA69R9Ovoxp55cguoT-jOw,0,https://yt3.ggpht.com/a/AATXAJzFCCZvGPJR8tuQJscFPEGxJ85HZYB1Ei4p=s48-c-k-c0xffffffff-no-rj-mo,False
Ugw3bxyNy2XqulvP5Qp4AaABAg.9Cg1jUG6zqh9Cg2oOf-xQZ,#29A todos resfriados.en cama y la mamá haciendole un tesito jajaja.virgos,Hace 1 semana,False,4,El Gorrion,UCqhdfoPxlTnL4XfxonPnbeg,4,https://yt3.ggpht.com/a/AATXAJy4SvOT_bKH2GNQDsMCiN6jZux_W0_Y0vrdPQ=s48-c-k-c0xffffffff-no-rj-mo,False
Ugw3bxyNy2XqulvP5Qp4AaABAg.9Cg1jUG6zqh9Cg3ChyuVwH,"@El Gorrion 
#30A TUGO se van en helicóptero.",Hace 1 semana,False,31,a20 20,UCqjM-W30L_M6IX4J6X8zRnA,31,https://yt3.ggpht.com/a/AATXAJwxt4-hTr9I94Br-82mSdUDRWnn1n3Vx3aubE7H=s48-c-k-c0xffffffff-no-rj-mo,False
Ugw3bxyNy2XqulvP5Qp4AaABAg.9Cg1jUG6zqh9Cg3DAN4fNi,"@El Gorrion Sos el unico pelotudo que bardea, salame. Volvé a tu cueva.",Hace 1 semana,False,19,Martín Alejandro Graff,UCLoSpdXPAPhzcwkGVLj4vdQ,19,https://yt3.ggpht.com/a/AATXAJz7Mk9rw2V4mdSJNLlugZaSs41bcDCvdtEWGpuB=s48-c-k-c0xffffffff-no-rj-mo,False
Ugw3bxyNy2XqulvP5Qp4AaABAg.9Cg1jUG6zqh9Cg3kc1pBt1,@Martín Alejandro Graff anda a sacarle foto a la comida.payaso,Hace 1 semana,False,2,El Gorrion,UCqhdfoPxlTnL4XfxonPnbeg,2,https://yt3.ggpht.com/a/AATXAJy4SvOT_bKH2GNQDsMCiN6jZux_W0_Y0vrdPQ=s48-c-k-c0xffffffff-no-rj-mo,False
Ugw3bxyNy2XqulvP5Qp4AaABAg.9Cg1jUG6zqh9Cg3ukKKAI9,"@a20 20 jajaja soñar no cuesta nada.che,donde estabas cuando macri vendía el pais??.salías a pedir algo??.la derecha en su periodo revolucionario jajaja",Hace 1 semana,False,2,El Gorrion,UCqhdfoPxlTnL4XfxonPnbeg,2,https://yt3.ggpht.com/a/AATXAJy4SvOT_bKH2GNQDsMCiN6jZux_W0_Y0vrdPQ=s48-c-k-c0xffffffff-no-rj-mo,False
Ugw3bxyNy2XqulvP5Qp4AaABAg.9Cg1jUG6zqh9Cg5IoL2goa,"@El Gorrion
A quién se lo vendió orko? 
La base en Neuquén a China? 
O a un gobierno de inútiles y corruptos?
No soy macrista, kukaracha.

Vos cobrá tu miserable plancito en tu ranchito que tu gobierno te lava el poco cerebrito que te queda desde sus vulgares mansiones. 
Das pena.",Hace 1 semana (editado),False,24,a20 20,UCqjM-W30L_M6IX4J6X8zRnA,24,https://yt3.ggpht.com/a/AATXAJwxt4-hTr9I94Br-82mSdUDRWnn1n3Vx3aubE7H=s48-c-k-c0xffffffff-no-rj-mo,False
Ugw3bxyNy2XqulvP5Qp4AaABAg.9Cg1jUG6zqh9Cg6zGtNiqv,@El Gorrion.  Cambia su nombre a. El Gorriao,Hace 1 semana,False,3,Sheriff Shifty,UCteXSybD94Vk_TYesFrjc1g,3,https://yt3.ggpht.com/a/AATXAJzGG3gUOXD6zi4aSppeOahpRsgHW2gwEvNZNA=s48-c-k-c0xffffffff-no-rj-mo,False
Ugw3bxyNy2XqulvP5Qp4AaABAg.9Cg1jUG6zqh9Cg7fxYBn9J,@El Gorrion  Almenos no come choripan Kon sabor a plan,Hace 1 semana,False,4,Sheriff Shifty,UCteXSybD94Vk_TYesFrjc1g,4,https://yt3.ggpht.com/a/AATXAJzGG3gUOXD6zi4aSppeOahpRsgHW2gwEvNZNA=s48-c-k-c0xffffffff-no-rj-mo,False
Ugw3bxyNy2XqulvP5Qp4AaABAg.9Cg1jUG6zqh9Cg8--cHVDk,@El Gorrion Me stalkeas encima? JAJA pobre pibe. El gorreado te tendrías que llamar,Hace 1 semana,False,6,Martín Alejandro Graff,UCLoSpdXPAPhzcwkGVLj4vdQ,6,https://yt3.ggpht.com/a/AATXAJz7Mk9rw2V4mdSJNLlugZaSs41bcDCvdtEWGpuB=s48-c-k-c0xffffffff-no-rj-mo,False
Ugw3bxyNy2XqulvP5Qp4AaABAg.9Cg1jUG6zqh9Cg8817iHGe,"@a20 20 virgito.no contestaste.a donde estabas cuando macri vendía el pais??.en la primaria,no???",Hace 1 semana,False,1,El Gorrion,UCqhdfoPxlTnL4XfxonPnbeg,1,https://yt3.ggpht.com/a/AATXAJy4SvOT_bKH2GNQDsMCiN6jZux_W0_Y0vrdPQ=s48-c-k-c0xffffffff-no-rj-mo,False
Ugy5EzGF9AfXwTgjuSR4AaABAg.9CgUu64Vtk-9ChxpeXQYU9,🤣🤣🤣🤣🤣,Hace 1 semana,False,1,Ariel Zarate,UCtNCQ_ZHD0fRmy8q6ypCM2w,1,https://yt3.ggpht.com/a/AATXAJx_slctr1qmXA3BT5w3RbPl2n_8lL_xvJNwipolwQ=s48-c-k-c0xffffffff-no-rj-mo,False
Ugy5EzGF9AfXwTgjuSR4AaABAg.9CgUu64Vtk-9Cie8qgtbbl,@Ariel Zarate tenés que tener el cerebro muy dañado para reirte de éso,Hace 1 semana,False,3,santino guerra,UCYM6K8gYjjvWwO258R2ibiA,3,https://yt3.ggpht.com/a/AATXAJztA0Dcnfg67fir4MNH59vtT0224GIm8Df3WQTkSA=s48-c-k-c0xffffffff-no-rj-mo,False
Ugy5EzGF9AfXwTgjuSR4AaABAg.9CgUu64Vtk-9ClpW9n6GTs,❤❤❤❤,Hace 1 semana,False,1,Naty AP,UCcA69R9Ovoxp55cguoT-jOw,1,https://yt3.ggpht.com/a/AATXAJzFCCZvGPJR8tuQJscFPEGxJ85HZYB1Ei4p=s48-c-k-c0xffffffff-no-rj-mo,False
Ugy5EzGF9AfXwTgjuSR4AaABAg.9CgUu64Vtk-9D25wyCqYq7,"@Ariel Zarate no te gusta el canal, pero siempre andas comentando huevadas en los vídeos, alto idiota.",Hace 2 días,False,1,devoch cheshi,UCTCMEt_bT6FVG2n2mM6XQBg,1,https://yt3.ggpht.com/a/AATXAJybjrVIYXLK-sE6srOHt8ppsNuSNwxbigU3Rjw-Gg=s48-c-k-c0xffffffff-no-rj-mo,False
Ugy5EzGF9AfXwTgjuSR4AaABAg.9CgUu64Vtk-9D28f-N7UF3,@devoch cheshi me gusta reírme de los idiotas ;),Hace 2 días,False,0,Ariel Zarate,UCtNCQ_ZHD0fRmy8q6ypCM2w,0,https://yt3.ggpht.com/a/AATXAJx_slctr1qmXA3BT5w3RbPl2n_8lL_xvJNwipolwQ=s48-c-k-c0xffffffff-no-rj-mo,False
Ugy5EzGF9AfXwTgjuSR4AaABAg.9CgUu64Vtk-9D2BhxLt3EQ,"@Ariel Zarate ahhh te reis de vos mismo, que bueno.",Hace 2 días,False,1,devoch cheshi,UCTCMEt_bT6FVG2n2mM6XQBg,1,https://yt3.ggpht.com/a/AATXAJybjrVIYXLK-sE6srOHt8ppsNuSNwxbigU3Rjw-Gg=s48-c-k-c0xffffffff-no-rj-mo,False
Ugy5EzGF9AfXwTgjuSR4AaABAg.9CgUu64Vtk-9D2D19qH_hZ,Vos fíjate quien se molestó cuando ni lo mencioné 🤣,Hace 2 días,False,1,Ariel Zarate,UCtNCQ_ZHD0fRmy8q6ypCM2w,1,https://yt3.ggpht.com/a/AATXAJx_slctr1qmXA3BT5w3RbPl2n_8lL_xvJNwipolwQ=s48-c-k-c0xffffffff-no-rj-mo,False
Ugy5EzGF9AfXwTgjuSR4AaABAg.9CgUu64Vtk-9D2E2PIn1qo,"@Ariel Zarate naaa yo no me molesto con idiotas, nomas no entiendo cual seria la gracia y te dije una verdad de paso, por eso comente jajajaja",Hace 2 días,False,0,devoch cheshi,UCTCMEt_bT6FVG2n2mM6XQBg,0,https://yt3.ggpht.com/a/AATXAJybjrVIYXLK-sE6srOHt8ppsNuSNwxbigU3Rjw-Gg=s48-c-k-c0xffffffff-no-rj-mo,False
